,Unnamed: 0,label,split,original,cv2_faces,dlib_faces,cv2_new,dlib_new,dlib_new2
327,dzieklokdr.mp4,FAKE,train,pylnolwenx.mp4,1,1,1,0,1
328,dzqwgqewhu.mp4,FAKE,train,xwcggrygwl.mp4,2,1,2,1,1
329,dzvyfiarrq.mp4,FAKE,train,bgwmmujlmc.mp4,2,1,0,1,1
330,dzwkmcwkwl.mp4,FAKE,train,pqvypayzrp.mp4,1,1,0,1,1
331,dzyuwjkjui.mp4,REAL,train,,0,1,1,1,1
332,eahlqmfvtj.mp4,FAKE,train,lyvlnqduqg.mp4,0,0,1,1,1
333,eajlrktemq.mp4,FAKE,train,yjlsxqoauz.mp4,1,1,1,1,1
334,ebchwmwayp.mp4,FAKE,train,ehccixxzoe.mp4,0,1,0,1,0
335,ebebgmtlcu.mp4,FAKE,train,iufotyxgzb.mp4,2,0,0,0,1
336,ebeknhudxq.mp4,FAKE,train,fysyrqfguw.mp4,1,0,1,0,0
337,ebkzwjgjhq.mp4,FAKE,train,kgbkktcjxf.mp4,1,1,1,1,1
338,ebywfrmhtd.mp4,FAKE,train,grnycmbdfu.mp4,1,1,1,1,1
339,eckvhdusax.mp4,REAL,train,,1,1,1,1,1
340,ecnihjlfyt.mp4,FAKE,train,kysxawkest.mp4,1,1,0,1,1
341,ecujsjhscd.mp4,REAL,train,,2,1,1,1,1
342,ecuvtoltue.mp4,FAKE,train,xngpzquyhs.mp4,2,1,1,1,1
343,ecwaxgutkc.mp4,FAKE,train,itmwoyxbas.mp4,2,1,0,0,1
344,eczrseixwq.mp4,FAKE,train,iieoqptzec.mp4,3,1,0,1,1
345,edyncaijwx.mp4,REAL,train,,2,1,0,1,1
346,eebrkicpry.mp4,FAKE,train,rjlgchzmfv.mp4,1,1,1,1,1
347,eebserckhh.mp4,FAKE,train,qzklcjjxdq.mp4,2,1,1,0,1
348,eejswgycjc.mp4,FAKE,train,qzklcjjxdq.mp4,0,1,1,1,1
349,eekozbeafq.mp4,FAKE,train,olakcrnuro.mp4,3,1,0,1,0
350,eepezmygaq.mp4,FAKE,train,abarnvbtwb.mp4,0,1,0,1,1
351,eeyhxisdfh.mp4,FAKE,train,lyvlnqduqg.mp4,0,1,1,1,1
352,efdyrflcpg.mp4,FAKE,train,xngpzquyhs.mp4,3,1,1,1,1
353,efwfxwwlbw.mp4,REAL,train,,2,1,1,1,1
354,egbbcxcuqy.mp4,FAKE,train,hqtepxaeqx.mp4,1,1,1,1,1
355,eggbjzxnmg.mp4,REAL,train,,1,1,0,1,0
356,egghxjjmfg.mp4,REAL,train,,2,1,1,1,1
357,ehbnclaukr.mp4,FAKE,train,gipbyjfxfp.mp4,0,0,0,0,1
358,ehccixxzoe.mp4,REAL,train,,1,0,1,1,1
359,ehdkmxgtxh.mp4,FAKE,train,bejhvclboh.mp4,2,1,1,1,1
360,ehevsxtecd.mp4,FAKE,train,nzquxipbye.mp4,1,1,1,1,1
361,ehfiekigla.mp4,FAKE,train,avmjormvsx.mp4,2,1,1,1,1
362,ehieahnhte.mp4,FAKE,train,sasoxcqisz.mp4,3,1,1,1,2
363,ehtdtkmmli.mp4,REAL,train,,1,1,0,0,1
364,eiriyukqqy.mp4,FAKE,train,ixuouyigxa.mp4,1,1,0,1,1
365,eivxffliio.mp4,FAKE,train,joeifeskbs.mp4,1,1,1,1,1
366,eiwopxzjfn.mp4,FAKE,train,xzvrgckqkz.mp4,0,1,1,1,1
367,eixwxvxbbn.mp4,FAKE,train,ywvlvpvroj.mp4,3,1,1,1,1
368,ejkqesyvam.mp4,FAKE,train,jwcsqxzdlv.mp4,2,1,2,1,1
369,ekcrtigpab.mp4,REAL,train,,0,0,0,1,1
370,ekhacizpah.mp4,FAKE,train,egghxjjmfg.mp4,2,1,1,1,1
371,ekkdjkirzq.mp4,FAKE,train,tivkmbqgwp.mp4,1,1,1,2,2
372,elginszwtk.mp4,FAKE,train,gipbyjfxfp.mp4,0,0,1,1,1
373,ellavthztb.mp4,REAL,train,,2,1,0,1,1
374,elvvackpjh.mp4,FAKE,train,qhkqqfznrg.mp4,1,1,1,1,1
375,emaalmsonj.mp4,FAKE,train,dzyuwjkjui.mp4,0,1,1,1,1
376,emfbhytfhc.mp4,FAKE,train,cprhtltsjp.mp4,1,1,0,1,1
377,emgjphonqb.mp4,FAKE,train,ybjrqnqnno.mp4,1,1,0,1,1
378,ensyyivobf.mp4,FAKE,train,lulmevqtla.mp4,0,1,0,0,1
379,eoewqcpbgt.mp4,FAKE,train,gbqrgajyca.mp4,0,0,1,0,0
380,eprybmbpba.mp4,FAKE,train,kuelhabsmz.mp4,0,0,0,1,0
381,epymyyiblu.mp4,FAKE,train,svcnlasmeh.mp4,1,1,0,1,1
382,eqjscdagiv.mp4,FAKE,train,dbnygxtwek.mp4,2,1,1,1,1
383,eqnoqyfquo.mp4,REAL,train,,1,1,1,1,1
384,eqvuznuwsa.mp4,FAKE,train,cmbzllswnl.mp4,2,1,1,1,1
385,erlvuvjsjf.mp4,REAL,train,,1,1,0,1,1
386,erqgqacbqe.mp4,FAKE,train,nvpluswotp.mp4,1,1,0,1,1
387,errocgcham.mp4,FAKE,train,grnycmbdfu.mp4,1,1,1,1,1
388,esckbnkkvb.mp4,FAKE,train,gdfyzwykty.mp4,1,1,1,1,1
389,esgftaficx.mp4,FAKE,train,rrcsuwgpnd.mp4,1,1,1,1,1
390,esnntzzajv.mp4,FAKE,train,ybetenmsye.mp4,1,1,1,1,1
391,esxrvsgpvb.mp4,FAKE,train,gomwfvijiv.mp4,1,1,1,1,1
392,esyhwdfnxs.mp4,FAKE,train,qeumxirsme.mp4,1,0,1,0,0
393,esyrimvzsa.mp4,FAKE,train,qzklcjjxdq.mp4,2,1,0,0,1
394,etdcqxabww.mp4,FAKE,train,gipbyjfxfp.mp4,0,0,1,0,1
395,etejaapnxh.mp4,FAKE,train,wtreibcmgm.mp4,1,1,1,1,1
396,etmcruaihe.mp4,FAKE,train,afoovlsmtx.mp4,3,1,2,1,1
397,etohcvnzbj.mp4,FAKE,train,bdnaqemxmr.mp4,2,1,1,1,1
398,eudeqjhdfd.mp4,REAL,train,,2,2,0,1,1
399,eukvucdetx.mp4,FAKE,train,gjypopglvi.mp4,1,1,1,1,1
